SNO | N| R |N! |R! |NCR
---------------------
1|12|1|479001600|1|12|
2|12|2|479001600|2|66|
3|12|3|479001600|6|220|
4|12|4|479001600|24|495|
5|12|5|479001600|120|792|
6|12|6|479001600|720|924|
7|12|7|479001600|5040|792|
8|12|8|479001600|40320|495|
9|12|9|479001600|362880|220|
10|12|10|479001600|3628800|66|
11|12|11|479001600|39916800|12|
12|12|12|479001600|479001600|1|
---------------------
